시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 견소동,202,202,0,송정한신,84.945,202110,6,"28,000",14,1997,경강로2539번길 8,,-,-
강원도 강릉시 견소동,202,202,0,송정한신,43.38,202110,7,"12,800",9,1997,경강로2539번길 8,,-,-
강원도 강릉시 견소동,202,202,0,송정한신,84.945,202110,12,"25,100",12,1997,경강로2539번길 8,,-,-
강원도 강릉시 견소동,202,202,0,송정한신,84.945,202110,14,"25,500",10,1997,경강로2539번길 8,,-,-
강원도 강릉시 견소동,202,202,0,송정한신,43.38,202110,26,"13,970",2,1997,경강로2539번길 8,,-,-
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202110,7,"24,800",15,2005,경강로2539번길 22,,-,-
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202110,20,"23,600",11,2005,경강로2539번길 22,,-,-
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202110,22,"34,400",11,2005,경강로2539번길 22,,-,-
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202110,25,"22,500",2,2005,경강로2539번길 23,,-,-
강원도 강릉시 교동,1984,1984,0,강릉교동풍림아이원아파트,84.9964,202110,30,"40,900",13,2017,화부산로40번길 29,,-,-
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202110,8,"27,500",1,1999,가작로 78,,-,-
강원도 강릉시 교동,1750,1750,0,교동1주공,49.85,202110,12,"18,150",2,1999,가작로 78,,-,-
강원도 강릉시 교동,1767,1767,0,교동2현대,84.97,202110,14,"35,800",7,1999,교동광장로 138-15,,-,-
강원도 강릉시 교동,1767,1767,0,교동2현대,99.98,202110,19,"41,000",2,1999,교동광장로 138-15,,-,-
강원도 강릉시 교동,1767,1767,0,교동2현대,84.97,202110,29,"34,200",1,1999,교동광장로 138-15,,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,202110,2,"26,500",15,2002,교동광장로 138-12,,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202110,7,"27,400",7,2002,교동광장로 138-12,20211014,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202110,7,"27,400",7,2002,교동광장로 138-12,,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202110,8,"25,500",4,2002,교동광장로 138-12,,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,202110,11,"23,200",1,2002,교동광장로 138-12,,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202110,18,"25,000",6,2002,교동광장로 138-12,,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202110,21,"26,000",13,2002,교동광장로 138-12,,-,-
강원도 강릉시 교동,1766,1766,0,교동3주공,59.86,202110,28,"29,000",13,2002,교동광장로 138-12,,-,-
강원도 강릉시 교동,18-16,18,16,교동대림,59.84,202110,30,"16,000",1,1997,수리골길17번길 21,,-,-
강원도 강릉시 교동,Nov-37,37,11,교동임대,51.66,202110,27,"9,800",5,1987,명륜로 109-4,,-,-
강원도 강릉시 교동,332-2,332,2,대인맨션,84.72,202110,1,"16,500",1,1991,화부산로141번길 45,,-,-
강원도 강릉시 교동,1773,1773,0,부영1,49.92,202110,1,"16,800",12,1999,정원로 53-4,,-,-
강원도 강릉시 교동,1773,1773,0,부영1,59.58,202110,18,"19,000",10,1999,정원로 53-4,,-,-
강원도 강릉시 교동,1773,1773,0,부영1,49.92,202110,21,"16,700",14,1999,정원로 53-4,,-,-
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202110,12,"28,000",1,2001,하슬라로 124,,-,-
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,202110,14,"48,000",6,1999,원대로128번길 14,,-,-
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,202110,20,"49,500",8,1999,원대로128번길 14,,-,-
강원도 강릉시 남문동,183-2,183,2,삼익그린맨션,84.08,202110,6,"17,000",11,1992,홍제로 7-17,,-,-
강원도 강릉시 내곡동,616,616,0,강부2,41.18,202110,7,"6,200",3,1988,관대길 63,,-,-
강원도 강릉시 내곡동,616,616,0,강부2,41.18,202110,14,"5,000",5,1988,관대길 63,,-,-
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202110,19,"4,000",3,1988,관대길 63,,-,-
강원도 강릉시 내곡동,Jan-75,75,1,관동2,49.94,202110,31,"7,500",5,1992,남산초교길12번길 11,,-,-
강원도 강릉시 내곡동,127,127,0,남산삼익,58.74,202110,12,"10,900",1,1993,남부로125번길 37,,-,-
강원도 강릉시 내곡동,127,127,0,남산삼익,58.74,202110,17,"10,000",8,1993,남부로125번길 37,,-,-
강원도 강릉시 내곡동,127,127,0,남산삼익,84.48,202110,18,"17,300",1,1993,남부로125번길 37,,-,-
강원도 강릉시 내곡동,127,127,0,남산삼익,58.74,202110,24,"10,600",2,1993,남부로125번길 37,,-,-
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,202110,24,"24,700",4,1998,범일로 645,,-,-
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,202110,28,"24,800",6,1998,범일로 645,,-,-
강원도 강릉시 내곡동,Apr-75,75,4,내곡시영,46.68,202110,1,"7,000",3,1990,남산초교길 22,,-,-
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,202110,8,"9,400",5,1989,관대길16번길 6,,-,-
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202110,15,"8,800",1,1989,관대길16번길 6,,-,-
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202110,16,"15,770",2,1997,강변로 114,,-,-
강원도 강릉시 내곡동,476,476,0,내곡한라,84.95,202110,27,"26,000",14,1997,강변로 114,,-,-
강원도 강릉시 노암동,618-1,618,1,고합,32.04,202110,26,"5,850",9,1996,남부로125번길 23,,-,-
강원도 강릉시 노암동,618-1,618,1,고합,32.04,202110,28,"5,000",5,1996,남부로125번길 23,,-,-
강원도 강릉시 노암동,835,835,0,노암2주공,49.22,202110,1,"10,000",3,1984,노가니남길 25,,-,-
강원도 강릉시 노암동,605,605,0,노암3한라,74.64,202110,4,"19,000",11,2000,남부로125번길 7,,-,-
강원도 강릉시 노암동,605,605,0,노암3한라,74.64,202110,5,"15,500",5,2000,남부로125번길 7,,-,-
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,202110,29,"15,000",10,2000,남부로125번길 7,,-,-
강원도 강릉시 노암동,610,610,0,노암남산현대,84.99,202110,10,"15,855",9,1998,남부로125번길 11,,-,-
강원도 강릉시 노암동,390,390,0,노암한라,59.976,202110,16,"11,500",3,1994,노암길42번길 28,,-,-
강원도 강릉시 노암동,397,397,0,서일,31.08,202110,20,"4,500",3,1988,노암길42번길 20,,-,-
강원도 강릉시 노암동,711,711,0,신화,84.954,202110,19,"21,000",3,1998,강변로 270,,-,-
강원도 강릉시 노암동,844,844,0,양우내안애,59.6927,202110,15,"22,800",9,2009,강변로 328-8,,-,-
강원도 강릉시 노암동,679-1,679,1,영진3,59.67,202110,3,"8,000",1,1996,임영로26번길 10,,-,-
강원도 강릉시 노암동,366,366,0,영진노암2차,49.525,202110,18,"6,900",3,1994,남부로163번길 20,,-,-
강원도 강릉시 노암동,385,385,0,한라2,59.989,202110,20,"12,300",1,1995,남부로191번길 21,,-,-
강원도 강릉시 노암동,282-1,282,1,한일,62.28,202110,19,"4,250",3,1978,연화봉길33번길 6-15,,-,-
강원도 강릉시 노암동,245-5,245,5,현대,84.945,202110,4,"16,300",2,1992,율곡로 2733,,-,-
강원도 강릉시 송정동,1065,1065,0,강릉송정신원아침도시,75.9722,202110,28,"47,000",12,2020,경강로 2498,,-,-
강원도 강릉시 송정동,1063,1063,0,강릉송정한신더휴,84.9955,202110,6,"46,700",13,2019,경강로 2448,,-,-
강원도 강릉시 송정동,1063,1063,0,강릉송정한신더휴,84.961,202110,27,"52,000",19,2019,경강로 2448,,-,-
강원도 강릉시 송정동,1061,1061,0,경포대신도브래뉴로얄카운티,124.837,202110,13,"45,000",2,2007,해안로 93-8,,-,-
강원도 강릉시 송정동,940-3,940,3,고려2,84.97,202110,26,"20,500",9,1991,남강초교2길 43,,-,-
강원도 강릉시 송정동,Oct-39,39,10,삼익비치맨션,84.544,202110,1,"24,700",7,1992,해안로 107,,-,-
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202110,2,"53,500",2,2019,경강로 2511,,-,-
강원도 강릉시 송정동,1064,1064,0,송정아이파크,117.69,202110,5,"76,500",15,2019,경강로 2511,,-,-
강원도 강릉시 송정동,08월 14일,14,8,해변소라,49.68,202110,1,"6,300",2,1988,팔송길18번길 17,,-,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202110,5,"4,500",3,1999,연주로 132,,-,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202110,8,"5,000",3,1999,연주로 132,,-,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202110,11,"5,900",14,1999,연주로 132,,-,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202110,26,"7,300",13,1999,연주로 132,,-,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202110,26,"5,700",3,1999,연주로 132,,-,-
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,202110,23,"15,700",3,2005,영진3길 38,,-,-
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202110,5,"25,000",15,2005,영진3길 43,,-,-
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202110,13,"15,300",8,2005,영진3길 43,,-,-
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202110,27,"17,600",4,2005,영진3길 43,,-,-
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202110,13,"19,500",1,2008,영진3길 15,,-,-
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,36.3455,202110,3,"16,900",4,2019,홍질목길 12,,-,-
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,43.5566,202110,8,"19,800",8,2019,홍질목길 12,,-,-
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202110,14,"15,000",15,2019,홍질목길 12,,-,-
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202110,15,"14,500",14,2019,홍질목길 12,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202110,1,"47,000",24,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202110,1,"51,000",12,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202110,6,"45,600",7,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202110,10,"46,300",22,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202110,12,"54,000",17,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202110,15,"54,800",18,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202110,15,"54,800",18,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202110,18,"44,000",3,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202110,23,"55,500",14,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202110,23,"48,000",21,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202110,26,"53,700",3,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202110,27,"53,700",6,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202110,27,"48,500",17,2018,선수촌로 113,,-,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202110,28,"47,000",10,2018,선수촌로 113,,-,-
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202110,13,"34,500",6,2014,입암로29번길 11,,-,-
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202110,21,"35,250",11,2014,입암로29번길 11,,-,-
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202110,28,"36,800",7,2014,입암로29번길 11,,-,-
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202110,3,"31,000",5,2007,성덕로 328-15,,-,-
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202110,15,"12,600",8,2000,강변로440번길 30,,-,-
강원도 강릉시 입암동,560,560,0,우진,82.58,202110,29,"11,500",3,1991,월대산로 13-6,,-,-
강원도 강릉시 입암동,May-90,90,5,은하,39.85,202110,12,"4,570",1,2001,월대산로 47,,-,-
강원도 강릉시 입암동,May-90,90,5,은하,39.85,202110,25,"6,000",2,2001,월대산로 47,,-,-
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,202110,4,"34,500",1,2006,성덕로 316-22,,-,-
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202110,14,"29,850",4,2006,성덕로 316-22,,-,-
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202110,15,"28,000",8,2006,성덕로 316-22,,-,-
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202110,15,"29,000",3,2006,성덕로 316-22,,-,-
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202110,25,"28,000",3,2006,성덕로 316-22,,-,-
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202110,22,"14,950",4,1986,강변로 364,,-,-
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202110,18,"5,000",2,1990,강변로 508,20211018,-,-
강원도 강릉시 입암동,49,49,0,입암2주공,46.68,202110,22,"13,500",1,1990,강변로 508,,-,-
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202110,6,"11,500",9,1996,성덕포남로 89-17,,-,-
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202110,6,"9,500",1,1996,성덕포남로 89-17,,-,-
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202110,7,"11,500",5,1996,성덕포남로 89-17,,-,-
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202110,21,"8,700",11,1996,성덕포남로 89-17,20211025,-,-
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202110,21,"8,700",11,1996,성덕포남로 89-17,,-,-
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202110,26,"8,000",13,1996,성덕포남로 89-17,,-,-
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202110,27,"10,700",2,1996,성덕포남로 89-17,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202110,1,"15,000",15,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202110,1,"15,000",10,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,3,"13,000",7,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,6,"12,000",12,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202110,7,"15,000",6,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,8,"12,200",4,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202110,9,"15,500",12,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,13,"13,300",10,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,13,"13,200",7,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,13,"13,000",6,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,13,"13,000",3,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,13,"12,500",15,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,14,"12,000",6,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202110,16,"15,500",7,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,19,"12,600",14,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,21,"13,300",11,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,21,"13,100",12,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,21,"13,000",14,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,21,"13,500",9,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,21,"13,100",12,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202110,22,"13,800",7,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,23,"13,100",4,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,23,"13,500",8,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,26,"14,000",11,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,26,"13,500",13,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,27,"13,300",14,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,27,"13,300",13,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202110,27,"13,500",14,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202110,28,"12,500",12,1998,성덕포남로 39,,-,-
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202110,1,"17,800",9,1998,용지로 19,20211012,-,-
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202110,1,"17,800",9,1998,용지로 19,,-,-
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202110,10,"16,500",1,1998,용지로 19,,-,-
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202110,15,"19,000",10,1998,용지로 19,,-,-
강원도 강릉시 입암동,440,440,0,입암현대,84.904,202110,18,"28,400",7,1998,용지로 19,,-,-
강원도 강릉시 입암동,440,440,0,입암현대,84.904,202110,21,"25,800",1,1998,용지로 19,,-,-
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202110,25,"16,000",1,1998,용지로 19,,-,-
강원도 강릉시 입암동,440,440,0,입암현대,84.904,202110,25,"26,000",11,1998,용지로 19,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,4,"6,200",3,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,5,"7,500",3,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,7,"5,000",3,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,9,"5,500",8,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,13,"7,700",14,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,15,"5,600",13,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,16,"7,000",11,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,16,"5,500",9,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,18,"6,500",12,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,19,"5,500",9,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,19,"5,500",9,1998,강변로410번길 31-5,20211102,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,20,"5,300",8,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,22,"5,300",5,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,23,"6,500",13,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,24,"6,000",10,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202110,26,"7,000",4,1998,강변로410번길 31-5,,-,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202110,30,"5,500",10,1998,강변로410번길 31-5,,-,-
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202110,2,"11,000",12,2000,연주로 241-7,,-,-
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202110,6,"9,250",2,2000,연주로 241-7,,-,-
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,39.51,202110,27,"8,900",9,2000,연주로 241-7,,-,-
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,59.975,202110,29,"9,000",8,1994,매맥이아랫길 24,,-,-
강원도 강릉시 주문진읍 교항리,1262,1262,0,센텀파크디오션(2단지),59.7842,202110,29,"15,000",10,2015,매맥이윗길 15,,-,-
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,66.6,202110,5,"6,300",5,1991,매맥이길 14-3,,-,-
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,84.68,202110,11,"8,500",2,1991,매맥이길 14-3,,-,-
강원도 강릉시 주문진읍 교항리,398-10,398,10,신생빌라,83.2,202110,4,"6,000",1,1990,신리대동길 31-4,,-,-
강원도 강릉시 주문진읍 교항리,398-10,398,10,신생빌라,83.2,202110,6,"6,300",5,1990,신리대동길 31-4,,-,-
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202110,1,"6,400",9,1999,보리골길 26,,-,-
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202110,6,"6,500",12,1999,보리골길 26,,-,-
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202110,21,"9,000",2,1999,보리골길 26,,-,-
강원도 강릉시 주문진읍 교항리,387-6,387,6,주공,36.2,202110,1,"7,500",5,1982,신리천로 72,,-,-
강원도 강릉시 주문진읍 교항리,387-6,387,6,주공,39.38,202110,29,"8,000",3,1982,신리천로 72,,-,-
강원도 강릉시 주문진읍 주문리,329-19,329,19,강릉주문진풍림아이원하버뷰,74.67,202110,29,"30,500",16,2019,항구로 40,,-,-
강원도 강릉시 주문진읍 주문리,1056-9,1056,9,우성,49.26,202110,14,"4,500",3,1994,민등산길 16-16,,-,-
강원도 강릉시 주문진읍 주문리,842,842,0,우일해변,81.6525,202110,11,"14,300",8,1991,소돌안길 32-6,,-,-
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202110,5,"10,500",11,2017,오리나루2길 25,,-,-
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202110,14,"10,500",10,2017,오리나루2길 25,,-,-
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202110,23,"10,500",10,2017,오리나루2길 25,,-,-
강원도 강릉시 주문진읍 주문리,1586,1586,0,주문진삼부르네상스,75.271,202110,3,"27,770",19,2021,철둑길 45-1,,-,-
강원도 강릉시 주문진읍 주문리,1586,1586,0,주문진삼부르네상스,75.271,202110,25,"25,230",17,2021,철둑길 45-1,,-,-
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,84.974,202110,11,"12,500",4,2007,주문북로 147-32,,-,-
강원도 강릉시 주문진읍 주문리,311-1,311,1,현대프라자,68.58,202110,29,"16,300",8,1995,주문로 144,,-,-
강원도 강릉시 지변동,334,334,0,덕원임대,52.176,202110,27,"8,600",11,1998,죽헌길85번길 25,,-,-
강원도 강릉시 초당동,143,143,0,우성,84.77,202110,17,"22,000",5,1997,연당길 67-15,,-,-
강원도 강릉시 초당동,155,155,0,유화3,45.68,202110,19,"10,500",9,1996,연당길 82,,-,-
강원도 강릉시 초당동,155,155,0,유화3,45.68,202110,23,"10,000",4,1996,연당길 82,,-,-
강원도 강릉시 초당동,155,155,0,유화3,45.68,202110,23,"10,600",6,1996,연당길 82,,-,-
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),35.7,202110,29,"7,300",4,1988,초당원길 21,,-,-
강원도 강릉시 초당동,554,554,0,초당동청마루,84.9,202110,20,"27,100",2,2007,연당길 61,,-,-
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,202110,3,"11,500",5,1993,연당길 94-3,,-,-
강원도 강릉시 초당동,128,128,0,현대,124.28,202110,14,"35,000",7,1995,초당원길 26-2,,-,-
강원도 강릉시 초당동,128,128,0,현대,84.475,202110,18,"22,500",6,1995,초당원길 26-2,,-,-
강원도 강릉시 포남동,1183-4,1183,4,강릉7(1183-4),81.28,202110,1,"16,000",1,1990,경강로2301번길 22,,-,-
강원도 강릉시 포남동,1183-4,1183,4,강릉7(1183-4),81.28,202110,4,"19,700",7,1990,경강로2301번길 22,,-,-
강원도 강릉시 포남동,1005-249,1005,249,강부1,55.41,202110,30,"8,500",4,1987,경강로2256번길 8,,-,-
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,36.33,202110,25,"4,700",2,1989,보래미하길65번길 24,,-,-
강원도 강릉시 포남동,1226,1226,0,동명맨션,81.555,202110,1,"10,500",2,1990,산양길 20,,-,-
강원도 강릉시 포남동,1064,1064,0,삼호임대,49.95,202110,5,"10,500",4,1988,강릉대로457번길 38,,-,-
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202110,9,"14,450",15,1995,하평3길 37,,-,-
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202110,28,"17,000",7,1995,하평3길 37,,-,-
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202110,29,"17,200",14,1995,하평3길 37,,-,-
강원도 강릉시 포남동,436-1,436,1,정아새솔,59.84,202110,1,"10,300",3,1993,강릉대로469번길 22,,-,-
강원도 강릉시 포남동,436-1,436,1,정아새솔,84.73,202110,18,"14,900",4,1993,강릉대로469번길 22,,-,-
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202110,15,"23,300",11,1994,하평길 41,,-,-
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.55,202110,3,"17,000",4,1981,보래미상길 65,,-,-
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202110,5,"18,000",3,1981,보래미상길 65,,-,-
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202110,8,"16,500",1,1981,보래미상길 65,,-,-
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.55,202110,20,"17,200",2,1981,보래미상길 65,,-,-
